Plane ID,Flight Date,Departure Airport,Arrival Airport,Flight Distance,Flight Time,Fuel Used
N5MV,11/26/2023,lga,mmu,,52 minutes,260 gallons
N5MV,06/30/2023,bwi,mmu,,52 minutes,260 gallons
N5MV,03/11/2023,mmu,hpn,,52 minutes,260 gallons
N5MV,05/07/2024,mmu,hpn,,51 minutes,260 gallons
N5MV,10/05/2023,mmu,lga,,51 minutes,260 gallons
N5MV,04/07/2023,mmu,hpn,,51 minutes,260 gallons
N5MV,02/11/2024,lga,mmu,,50 minutes,250 gallons
N5MV,01/31/2024,lga,mmu,,50 minutes,250 gallons
N5MV,12/15/2023,lga,mmu,,50 minutes,250 gallons
N5MV,12/11/2023,mmu,lga,,50 minutes,250 gallons
N5MV,11/11/2023,hpn,mmu,,50 minutes,250 gallons
N5MV,10/07/2023,lax,ont,,50 minutes,250 gallons
N5MV,08/07/2023,lga,mmu,,50 minutes,250 gallons
N5MV,06/10/2023,mmu,lga,,50 minutes,250 gallons
N5MV,04/13/2023,hpn,mmu,,50 minutes,250 gallons
N5MV,02/17/2023,mmu,hpn,,50 minutes,250 gallons
N5MV,04/17/2024,mmu,lga,,49 minutes,250 gallons
N5MV,02/29/2024,mmu,lga,,49 minutes,250 gallons
N5MV,02/15/2024,mmu,lga,,49 minutes,250 gallons
N5MV,11/20/2023,hpn,mmu,,49 minutes,250 gallons
N5MV,10/18/2023,hpn,mmu,,49 minutes,250 gallons
N5MV,09/24/2023,elh,wtd,,49 minutes,250 gallons
N5MV,03/07/2024,mmu,lga,,48 minutes,240 gallons
N5MV,08/08/2023,mmu,hpn,,48 minutes,240 gallons
N5MV,07/23/2023,mmu,hpn,,48 minutes,240 gallons
N5MV,06/28/2023,mmu,lga,,48 minutes,240 gallons
N5MV,03/19/2023,lga,mmu,,48 minutes,240 gallons
N5MV,12/08/2023,lga,mmu,,47 minutes,240 gallons
N5MV,11/17/2023,hpn,yqb,,47 minutes,240 gallons
N5MV,11/07/2023,mmu,lga,,47 minutes,240 gallons
N5MV,03/27/2023,bru,bru,,47 minutes,240 gallons
N5MV,01/12/2023,mmu,lga,,47 minutes,240 gallons
N5MV,02/08/2024,mmu,lga,,46 minutes,230 gallons
N5MV,01/30/2024,mmu,hpn,,46 minutes,230 gallons
N5MV,10/16/2023,mry,sac,,46 minutes,180 gallons
N5MV,12/05/2023,mmu,lga,,45 minutes,230 gallons
N5MV,02/17/2023,hpn,lga,,45 minutes,230 gallons
N5MV,12/14/2023,ewb,mmu,,44 minutes,220 gallons
N5MV,04/22/2024,lga,mmu,,43 minutes,220 gallons
N5MV,11/17/2023,mmu,hpn,,43 minutes,220 gallons
N5MV,08/14/2023,hpn,mmu,,43 minutes,220 gallons
N5MV,10/17/2023,sac,sfo,,40 minutes,150 gallons
N5MV,08/02/2023,bwi,lga,,37 minutes,190 gallons
N5MV,,,,"Michael Bloombergtravels in aDassault Falcon 900personal plane that with a cruising speed of more than 580 mph, has a range of close to 4,900 miles","Michael Bloombergtravels in aDassault Falcon 900personal plane that with a cruising speed of more than 580 mph, has a range of close to 4,900 miles and can remain airbone for nine hours",
N47EG,,,,,,
N47EG,03/01/2024,hpn,bgm,"9 hours57 minutesThepersonalx jetthatMichael Bloombergowns can remain airbone for 9 hours, travels at almost 570 mph and has a range of more than 4,900 miles",9 hours57 minutesThepersonalx jetthatMichael Bloombergowns can remain airbone for 9 hours,
N47EG,05/09/2023,lga,cdg,,9 hours8 minutes,"2,800 gallons"
N47EG,12/11/2023,lga,ltn,,8 hours45 minutes,"2,700 gallons"
N47EG,03/14/2023,lga,ltn,,8 hours45 minutes,"2,700 gallons"
N47EG,11/06/2023,lga,anc,,8 hours41 minutes,"2,600 gallons"
N47EG,05/24/2023,ltn,lga,,8 hours10 minutes,"2,500 gallons"
N47EG,10/02/2023,lga,dnd,,8 hours4 minutes,"2,400 gallons"
N47EG,,hnd,anc,,7 hours57 minutes,"2,400 gallons"
N47EG,11/09/2023,anc,lga,,7 hours35 minutes,"2,300 gallons"
N47EG,03/16/2023,ltn,lga,,7 hours27 minutes,"2,300 gallons"
N47EG,06/18/2023,ltn,fok,,7 hours23 minutes,"2,200 gallons"
N47EG,10/16/2023,mry,lga,,7 hours12 minutes,"2,200 gallons"
N47EG,09/01/2023,anc,fok,,7 hours11 minutes,"2,200 gallons"
N47EG,05/29/2023,mry,fok,,7 hours4 minutes,"2,100 gallons"
N47EG,05/11/2023,fra,lga,,,"2,200 gallons"
N47EG,11/06/2023,hnd,sin,,7 hours7 minutes,"2,100 gallons"
N47EG,06/26/2023,fok,ltn,,6 hours55 minutes,"2,100 gallons"
N47EG,03/30/2024,yvr,yyz,,6 hours50 minutes,"2,100 gallons"
N47EG,09/01/2023,hnd,anc,,6 hours49 minutes,"2,100 gallons"
N47EG,08/27/2023,fok,anc,,6 hours45 minutes,"2,000 gallons"
N47EG,06/17/2023,lga,ltn,,6 hours45 minutes,"2,000 gallons"
N47EG,10/11/2023,ltn,lga,,6 hours38 minutes,"2,000 gallons"
N47EG,12/14/2023,ltn,hpn,,6 hours36 minutes,"2,000 gallons"
N47EG,08/27/2023,anc,hnd,,6 hours35 minutes,"2,000 gallons"
N47EG,11/06/2023,anc,hnd,,6 hours34 minutes,"2,000 gallons"
N47EG,06/29/2023,ltn,fok,,6 hours31 minutes,"2,000 gallons"
N47EG,05/25/2023,lga,mry,,6 hours30 minutes,"2,000 gallons"
N47EG,05/21/2023,ltn,azi,,6 hours22 minutes,"2,000 gallons"
N47EG,05/27/2024,sts,mmu,,5 hours57 minutes,"1,800 gallons"
N47EG,,mry,lga,,5 hours48 minutes,"1,800 gallons"
N47EG,,hpn,ltn,,5 hours47 minutes,"1,900 gallons"
N47EG,05/23/2023,doh,doh,,5 hours44 minutes,"1,700 gallons"
N47EG,11/08/2023,sin,hnd,,5 hours39 minutes,"1,700 gallons"
N47EG,10/13/2023,lga,mry,,5 hours28 minutes,"1,700 gallons"
N47EG,05/24/2024,lga,sts,,5 hours26 minutes,"1,600 gallons"
N47EG,05/05/2023,lga,mry,,5 hours21 minutes,"1,600 gallons"
N47EG,03/23/2024,ewr,yvr,,5 hours13 minutes,"1,600 gallons"
N47EG,07/20/2023,lga,sts,,5 hours13 minutes,"1,600 gallons"
N47EG,07/14/2023,sun,mvy,,4 hours54 minutes,"1,500 gallons"
N47EG,07/24/2023,sfo,lga,,4 hours44 minutes,"1,400 gallons"
N47EG,07/11/2023,lga,sun,,4 hours37 minutes,"1,400 gallons"
N47EG,05/06/2024,saf,lga,,4 hours36 minutes,"1,400 gallons"
N47EG,04/10/2024,stt,stt,,4 hours10 minutes,"1,300 gallons"
N47EG,02/16/2023,lga,ril,,4 hours3 minutes,"1,200 gallons"
N47EG,08/13/2023,ril,lga,,3 hours54 minutes,"1,200 gallons"
N47EG,08/31/2023,hkg,hkg,,3 hours53 minutes,"1,200 gallons"
N47EG,03/16/2024,hpn,stt,,3 hours51 minutes,"1,200 gallons"
N47EG,04/15/2023,lrm,pop,,3 hours50 minutes,"1,200 gallons"
N47EG,02/29/2024,mmu,stt,,3 hours37 minutes,"1,100 gallons"
N47EG,07/29/2023,lbe,ril,,3 hours27 minutes,"1,000 gallons"
N47EG,05/03/2024,hpn,saf,,3 hours25 minutes,"1,000 gallons"
N47EG,03/01/2024,stt,stt,,3 hours22 minutes,"1,000 gallons"
N47EG,,lrm,pop,,3 hours22 minutes,"1,000 gallons"
N47EG,,hpn,guc,,3 hours17 minutes,"1,000 gallons"
N47EG,02/21/2023,ril,lga,,3 hours17 minutes,"1,000 gallons"
N47EG,04/07/2024,mia,mmu,,3 hours15 minutes,990 gallons
N47EG,02/24/2023,iad,puj,,3 hours15 minutes,990 gallons
N47EG,03/26/2024,puj,pop,,3 hours14 minutes,980 gallons
N47EG,05/22/2024,msp,lga,,3 hours13 minutes,980 gallons
N47EG,05/21/2024,lga,msp,,3 hours12 minutes,970 gallons
N47EG,04/10/2024,mmu,stt,,3 hours6 minutes,940 gallons
N47EG,03/26/2024,mmu,puj,,3 hours3 minutes,920 gallons
N47EG,12/08/2023,lga,lrm,,3 hours3 minutes,920 gallons
N47EG,04/12/2023,lga,lrm,,3 hours3 minutes,920 gallons
N47EG,02/27/2023,puj,pop,,2 hours58 minutes,900 gallons
N47EG,03/12/2023,pbi,lga,,2 hours53 minutes,870 gallons
N47EG,03/19/2023,nas,wtd,,2 hours49 minutes,850 gallons
N47EG,08/30/2023,chg,hkg,,2 hours47 minutes,840 gallons
N47EG,03/23/2023,lga,pbi,,2 hours46 minutes,840 gallons
N47EG,03/28/2024,guc,yvr,,2 hours40 minutes,810 gallons
N47EG,03/03/2023,lga,pbi,,2 hours40 minutes,810 gallons
N47EG,01/17/2023,nas,wtd,,2 hours39 minutes,800 gallons
N47EG,03/16/2024,stt,stt,,2 hours38 minutes,800 gallons
N47EG,02/11/2024,nas,wtd,,2 hours37 minutes,790 gallons
N47EG,12/26/2023,hpn,nas,,2 hours36 minutes,790 gallons
N47EG,04/23/2023,pbi,mmu,,2 hours33 minutes,770 gallons
N47EG,04/20/2023,lga,pbi,,2 hours33 minutes,770 gallons
N47EG,01/04/2024,lga,pbi,,2 hours32 minutes,770 gallons
N47EG,03/17/2023,lga,nas,,2 hours32 minutes,770 gallons
N47EG,11/17/2023,lga,pbi,,2 hours31 minutes,760 gallons
N47EG,03/10/2023,lga,pbi,,2 hours30 minutes,760 gallons
N47EG,08/27/2023,hnd,chg,,2 hours29 minutes,750 gallons
N47EG,01/12/2023,lga,nas,,2 hours28 minutes,750 gallons
N47EG,03/30/2023,lga,vnc,,2 hours27 minutes,740 gallons
N47EG,02/09/2023,lga,pbi,,2 hours24 minutes,730 gallons
N47EG,04/23/2024,pbi,lga,,2 hours21 minutes,710 gallons
N47EG,01/07/2024,pbi,hpn,,2 hours21 minutes,710 gallons
N47EG,02/13/2023,pbi,mmu,,2 hours19 minutes,700 gallons
N47EG,02/08/2024,mmu,nas,,2 hours18 minutes,700 gallons
N47EG,01/20/2023,lga,pbi,,2 hours18 minutes,700 gallons
N47EG,04/05/2024,mmu,nas,,2 hours17 minutes,690 gallons
N47EG,11/19/2023,pbi,hpn,,2 hours17 minutes,690 gallons
N47EG,04/09/2023,nas,wtd,,2 hours11 minutes,660 gallons
N47EG,03/27/2023,pbi,lga,,2 hours11 minutes,660 gallons
N47EG,03/22/2024,pbi,ewr,,2 hours10 minutes,660 gallons
N47EG,03/21/2024,pbi,mmu,,2 hours8 minutes,650 gallons
N47EG,,lga,pbi,,2 hours5 minutes,630 gallons
N47EG,01/12/2024,lga,pbi,,2 hours3 minutes,620 gallons
N47EG,11/12/2023,pbi,lga,,2 hours3 minutes,620 gallons
N47EG,04/06/2023,lga,pbi,,2 hours3 minutes,620 gallons
N47EG,12/30/2023,nas,wtd,,,610 gallons
N47EG,04/02/2023,vnc,lga,,,610 gallons
N47EG,02/02/2023,lga,pbi,,2 hours5 minutes,610 gallons
N47EG,08/25/2023,bda,hpn,,1 hour58 minutes,600 gallons
N47EG,03/05/2023,pbi,lga,,1 hour58 minutes,600 gallons
N47EG,01/06/2023,lga,pbi,,1 hour58 minutes,600 gallons
N47EG,01/23/2023,pbi,lga,,1 hour57 minutes,590 gallons
N47EG,03/01/2024,bgm,mmu,,1 hour55 minutes,580 gallons
N47EG,01/15/2024,pbi,lga,,1 hour55 minutes,580 gallons
N47EG,12/21/2023,lga,bda,,1 hour55 minutes,580 gallons
N47EG,04/18/2024,lga,pbi,,1 hour54 minutes,580 gallons
N47EG,03/21/2024,lga,pbi,,1 hour54 minutes,580 gallons
N47EG,05/12/2024,bda,hpn,,1 hour51 minutes,560 gallons
N47EG,02/05/2023,pbi,lga,,1 hour51 minutes,560 gallons
N47EG,06/18/2023,fok,mmu,,1 hour50 minutes,560 gallons
N47EG,,chs,lga,,1 hour48 minutes,550 gallons
N47EG,08/26/2023,mmu,fok,,1 hour47 minutes,540 gallons
N47EG,11/24/2023,hpn,bda,,1 hour42 minutes,520 gallons
N47EG,09/01/2023,fok,mmu,,1 hour40 minutes,510 gallons
N47EG,01/08/2023,pbi,bna,,1 hour40 minutes,510 gallons
N47EG,05/09/2024,mmu,bda,,1 hour39 minutes,500 gallons
N47EG,10/28/2023,lga,chs,,1 hour38 minutes,500 gallons
N47EG,06/24/2023,mmu,fok,,1 hour38 minutes,500 gallons
N47EG,11/26/2023,bda,lga,,1 hour36 minutes,490 gallons
N47EG,,bna,lga,,1 hour36 minutes,490 gallons
N47EG,05/29/2023,fok,mmu,,1 hour34 minutes,480 gallons
N47EG,12/24/2023,bda,lga,,1 hour32 minutes,470 gallons
N47EG,03/07/2023,lga,ags,,1 hour28 minutes,440 gallons
N47EG,08/20/2023,bdr,bda,,1 hour25 minutes,430 gallons
N47EG,06/29/2023,fok,mmu,,1 hour21 minutes,410 gallons
N47EG,04/11/2023,dca,lga,,1 hour17 minutes,390 gallons
N47EG,12/14/2023,hpn,dca,,1 hour16 minutes,380 gallons
N47EG,03/08/2023,ags,lga,,1 hour16 minutes,380 gallons
N47EG,05/10/2023,cdg,fra,,1 hour14 minutes,370 gallons
N47EG,01/31/2023,mmu,dca,,1 hour12 minutes,360 gallons
N47EG,03/20/2024,nas,wtd,,1 hour10 minutes,350 gallons
N47EG,,lga,iad,,1 hour10 minutes,350 gallons
N47EG,02/07/2024,mtn,hpn,,1 hour9 minutes,350 gallons
N47EG,05/17/2023,bwi,lga,,1 hour9 minutes,350 gallons
N47EG,05/03/2023,dca,lga,,1 hour9 minutes,350 gallons
N47EG,04/18/2023,bos,lga,,1 hour9 minutes,350 gallons
N47EG,03/18/2024,pbi,nas,,1 hour7 minutes,340 gallons
N47EG,08/19/2023,hpn,iad,,1 hour6 minutes,330 gallons
N47EG,01/25/2024,lga,dca,,1 hour4 minutes,320 gallons
N47EG,08/20/2023,iad,hpn,,1 hour2 minutes,310 gallons
N47EG,07/29/2023,lga,bwi,,1 hour2 minutes,310 gallons
N47EG,05/17/2023,lga,bwi,,1 hour2 minutes,310 gallons
N47EG,01/29/2023,dca,lga,,1 hour2 minutes,310 gallons
N47EG,10/08/2023,dnd,gla,,,310 gallons
N47EG,07/23/2023,sts,sfo,,,310 gallons
N47EG,05/08/2023,lga,mmu,,,310 gallons
N47EG,01/11/2024,mmu,lga,,60 minutes,300 gallons
N47EG,03/21/2024,mmu,lga,,58 minutes,290 gallons
N47EG,01/28/2024,dca,hpn,,58 minutes,290 gallons
N47EG,11/23/2023,mmu,hpn,,58 minutes,290 gallons
N47EG,05/22/2023,azi,doh,,58 minutes,290 gallons
N47EG,04/18/2023,lga,mmu,,58 minutes,290 gallons
N47EG,03/20/2023,lga,mmu,,58 minutes,290 gallons
N47EG,04/11/2024,hpn,mmu,,57 minutes,290 gallons
N47EG,12/31/2023,bdr,mmu,,57 minutes,290 gallons
N47EG,11/19/2023,hpn,mmu,,57 minutes,290 gallons
N47EG,10/11/2023,lga,mmu,,57 minutes,290 gallons
N47EG,02/06/2023,lga,mmu,,57 minutes,290 gallons
N47EG,05/24/2023,lga,mmu,,56 minutes,280 gallons
N47EG,05/02/2023,mmu,lga,,56 minutes,280 gallons
N47EG,02/16/2023,mmu,lga,,56 minutes,280 gallons
N47EG,05/06/2024,lga,mmu,,55 minutes,280 gallons
N47EG,02/06/2024,mmu,lga,,55 minutes,280 gallons
N47EG,01/27/2024,lga,dca,,55 minutes,280 gallons
N47EG,05/18/2023,lga,mmu,,55 minutes,280 gallons
N47EG,03/02/2023,mmu,lga,,55 minutes,280 gallons
N47EG,01/19/2023,mmu,lga,,55 minutes,280 gallons
N47EG,04/23/2024,lga,mmu,,54 minutes,270 gallons
N47EG,04/18/2024,mmu,lga,,54 minutes,270 gallons
N47EG,12/21/2023,mmu,lga,,54 minutes,270 gallons
N47EG,07/29/2023,bwi,lbe,,54 minutes,270 gallons
N47EG,01/29/2023,lga,mmu,,54 minutes,270 gallons
N47EG,05/20/2024,mmu,lga,,53 minutes,270 gallons
N47EG,12/11/2023,lga,mmu,,53 minutes,270 gallons
N47EG,08/20/2023,hpn,bdr,,53 minutes,270 gallons
N47EG,07/16/2023,mvy,lga,,53 minutes,270 gallons
N47EG,06/17/2023,mmu,lga,,53 minutes,270 gallons
N47EG,01/05/2023,mmu,lga,,53 minutes,270 gallons
N47EG,11/13/2023,lga,mmu,,52 minutes,260 gallons
N47EG,05/25/2023,mmu,lga,,52 minutes,260 gallons
N47EG,04/20/2023,mmu,lga,,52 minutes,260 gallons
N47EG,04/06/2023,pbi,nas,,52 minutes,260 gallons
N47EG,10/12/2023,mmu,lga,,51 minutes,260 gallons
N47EG,10/01/2023,mmu,lga,,51 minutes,260 gallons
N47EG,04/06/2023,mmu,lga,,51 minutes,260 gallons
N47EG,02/27/2023,lga,mmu,,51 minutes,260 gallons
N47EG,02/08/2023,mmu,lga,,51 minutes,260 gallons
N47EG,01/09/2023,lga,mmu,,51 minutes,260 gallons
N47EG,05/12/2024,hpn,mmu,,50 minutes,250 gallons
N47EG,04/07/2024,nas,wtd,,50 minutes,250 gallons
N47EG,01/15/2024,lga,mmu,,50 minutes,250 gallons
N47EG,01/04/2024,mmu,lga,,50 minutes,250 gallons
N47EG,08/25/2023,hpn,mmu,,50 minutes,250 gallons
N47EG,07/10/2023,mmu,lga,,50 minutes,250 gallons
N47EG,03/05/2023,lga,mmu,,50 minutes,250 gallons
N47EG,01/28/2023,lga,dca,,50 minutes,250 gallons
N47EG,01/23/2023,lga,mmu,,50 minutes,250 gallons
N47EG,01/12/2023,mmu,lga,,50 minutes,250 gallons
N47EG,02/07/2024,lga,mtn,,49 minutes,250 gallons
N47EG,01/26/2024,dca,lga,,49 minutes,250 gallons
N47EG,,mmu,lga,,49 minutes,250 gallons
N47EG,07/19/2023,dca,lga,,49 minutes,250 gallons
N47EG,05/16/2023,lga,mmu,,49 minutes,250 gallons
N47EG,02/21/2023,lga,mmu,,49 minutes,250 gallons
N47EG,01/08/2024,hpn,mmu,,48 minutes,240 gallons
N47EG,12/24/2023,lga,hpn,,48 minutes,240 gallons
N47EG,05/04/2023,mmu,lga,,48 minutes,240 gallons
N47EG,04/18/2023,lga,bos,,48 minutes,240 gallons
N47EG,04/11/2023,lga,mmu,,48 minutes,240 gallons
N47EG,04/10/2023,lga,dca,,48 minutes,240 gallons
N47EG,04/02/2023,lga,mmu,,48 minutes,240 gallons
N47EG,,mmu,lga,,48 minutes,240 gallons
N47EG,02/02/2023,lga,mmu,,48 minutes,240 gallons
N47EG,01/28/2024,hpn,lga,,47 minutes,240 gallons
N47EG,01/25/2024,hpn,lga,,47 minutes,240 gallons
N47EG,12/15/2023,dca,lga,,47 minutes,240 gallons
N47EG,12/11/2023,mmu,lga,,47 minutes,240 gallons
N47EG,12/07/2023,mmu,lga,,47 minutes,240 gallons
N47EG,11/05/2023,mmu,lga,,47 minutes,240 gallons
N47EG,10/16/2023,lga,mmu,,47 minutes,240 gallons
N47EG,07/28/2023,hpn,lga,,47 minutes,240 gallons
N47EG,05/08/2023,mmu,lga,,47 minutes,240 gallons
N47EG,03/30/2023,mmu,lga,,47 minutes,240 gallons
N47EG,03/27/2023,lga,mmu,,47 minutes,240 gallons
N47EG,03/23/2023,mmu,lga,,47 minutes,240 gallons
N47EG,02/01/2023,dca,lga,,47 minutes,240 gallons
N47EG,01/27/2023,mmu,lga,,47 minutes,240 gallons
N47EG,01/25/2024,mmu,hpn,,46 minutes,230 gallons
N47EG,11/03/2023,lga,mmu,,46 minutes,230 gallons
N47EG,08/19/2023,lga,hpn,,46 minutes,230 gallons
N47EG,05/16/2023,mmu,lga,,46 minutes,230 gallons
N47EG,04/17/2023,mmu,lga,,46 minutes,230 gallons
N47EG,04/12/2023,mmu,lga,,46 minutes,230 gallons
N47EG,03/07/2023,mmu,lga,,46 minutes,230 gallons
N47EG,02/02/2023,mmu,lga,,46 minutes,230 gallons
N47EG,02/07/2024,hpn,mmu,,45 minutes,230 gallons
N47EG,11/26/2023,lga,mmu,,45 minutes,230 gallons
N47EG,12/15/2023,lga,mmu,,44 minutes,220 gallons
N47EG,05/20/2023,mmu,hpn,,44 minutes,220 gallons
N47EG,05/02/2024,mmu,hpn,,43 minutes,220 gallons
N47EG,05/03/2023,lga,mmu,,43 minutes,220 gallons
N47EG,03/15/2024,mmu,hpn,,42 minutes,210 gallons
N47EG,05/03/2023,lga,dca,,42 minutes,210 gallons
N47EG,01/28/2024,lga,mmu,,41 minutes,210 gallons
N47EG,,,,"Thepersonalx jetthatMichael Bloombergowns can remain airbone for 9 hours, travels at almost 570 mph and has a range of more than 4,900 miles",Thepersonalx jetthatMichael Bloombergowns can remain airbone for 9 hours,
N5MV,,,,,,
N5MV,03/10/2024,pbi,ltn,"9 hours16 minutesMichael Bloombergtravels in aDassault Falcon 900personal plane that with a cruising speed of more than 580 mph, has a range of close to 4,900 miles","9 hours16 minutesMichael Bloombergtravels in aDassault Falcon 900personal plane that with a cruising speed of more than 580 mph, has a range of close to 4,900 miles and can remain airbone for nine hours",
N5MV,03/19/2024,mmu,qlt,,9 hours2 minutes,"2,700 gallons"
N5MV,01/16/2023,pbi,zrh,,8 hours31 minutes,"2,600 gallons"
N5MV,04/18/2024,lga,ltn,,8 hours22 minutes,"2,500 gallons"
N5MV,03/26/2023,pbi,snn,,8 hours10 minutes,"2,500 gallons"
N5MV,03/21/2024,qlt,olb,,8 hours6 minutes,"2,500 gallons"
N5MV,04/22/2024,ltn,lga,,7 hours54 minutes,"2,400 gallons"
N5MV,09/15/2023,hnl,den,,7 hours40 minutes,"2,300 gallons"
N5MV,03/15/2024,ltn,mmu,,7 hours29 minutes,"2,300 gallons"
N5MV,01/20/2023,zrh,zrh,,7 hours21 minutes,"2,200 gallons"
N5MV,11/02/2023,ltn,lga,,7 hours16 minutes,"2,500 gallons"
N5MV,12/08/2023,gru,gru,,7 hours4 minutes,"2,100 gallons"
N5MV,10/18/2023,sfo,hpn,,6 hours45 minutes,"2,000 gallons"
N5MV,03/31/2023,ltn,mmu,,6 hours38 minutes,"2,000 gallons"
N5MV,03/27/2024,hnd,anc,,6 hours36 minutes,"2,000 gallons"
N5MV,06/15/2023,mad,bcn,,6 hours35 minutes,"2,000 gallons"
N5MV,02/05/2023,bon,mmu,,6 hours30 minutes,"2,000 gallons"
N5MV,12/06/2023,lga,bgi,,6 hours20 minutes,"1,900 gallons"
N5MV,10/29/2023,lga,ltn,,6 hours20 minutes,"1,900 gallons"
N5MV,05/08/2024,hpn,sfo,,6 hours11 minutes,"1,900 gallons"
N5MV,03/27/2024,sin,hnd,,6 hours8 minutes,"1,900 gallons"
N5MV,06/11/2023,lga,ltn,,5 hours59 minutes,"1,800 gallons"
N5MV,03/02/2023,sba,pbi,,5 hours57 minutes,"1,800 gallons"
N5MV,09/08/2023,den,hnl,,5 hours50 minutes,"1,800 gallons"
N5MV,10/06/2023,lga,mry,,5 hours46 minutes,"1,700 gallons"
N5MV,03/06/2023,sba,mmu,,5 hours43 minutes,"1,700 gallons"
N5MV,03/27/2024,anc,yow,,5 hours40 minutes,"1,700 gallons"
N5MV,05/11/2024,sfo,mmu,,5 hours26 minutes,"1,600 gallons"
N5MV,03/05/2023,pbi,sba,,5 hours21 minutes,"1,600 gallons"
N5MV,10/15/2023,mmu,mry,,5 hours7 minutes,"1,600 gallons"
N5MV,10/10/2023,ont,mmu,,5 hours5 minutes,"1,500 gallons"
N5MV,10/07/2023,hpn,lax,,4 hours58 minutes,"1,500 gallons"
N5MV,04/02/2023,ril,mmu,,4 hours43 minutes,"1,400 gallons"
N5MV,12/08/2023,bgi,bgi,,4 hours42 minutes,"1,400 gallons"
N5MV,12/26/2023,mmu,skb,,4 hours40 minutes,"1,400 gallons"
N5MV,12/23/2023,ril,mmu,,4 hours39 minutes,"1,400 gallons"
N5MV,03/01/2023,mmu,sba,,4 hours36 minutes,"1,400 gallons"
N5MV,03/21/2024,blr,bom,,4 hours35 minutes,"1,400 gallons"
N5MV,12/06/2023,bgi,bgi,,4 hours33 minutes,"1,400 gallons"
N5MV,10/06/2023,mry,hpn,,4 hours31 minutes,"1,400 gallons"
N5MV,04/23/2023,stt,stt,,4 hours26 minutes,"1,300 gallons"
N5MV,03/20/2023,anu,mmu,,4 hours26 minutes,"1,300 gallons"
N5MV,12/03/2023,hpn,stt,,4 hours19 minutes,"1,300 gallons"
N5MV,08/07/2023,ril,lga,,4 hours19 minutes,"1,300 gallons"
N5MV,04/01/2023,stt,stt,,4 hours14 minutes,"1,300 gallons"
N5MV,01/02/2024,skb,skb,,4 hours13 minutes,"1,300 gallons"
N5MV,07/24/2023,hpn,ril,,4 hours12 minutes,"1,300 gallons"
N5MV,,ase,mmu,,4 hours7 minutes,"1,200 gallons"
N5MV,02/04/2023,hpn,bon,,4 hours7 minutes,"1,200 gallons"
N5MV,12/16/2023,lga,ril,,4 hours2 minutes,"1,200 gallons"
N5MV,01/28/2023,mmu,bon,,3 hours58 minutes,"1,200 gallons"
N5MV,03/11/2023,hpn,stt,,3 hours57 minutes,"1,200 gallons"
N5MV,08/02/2023,ril,bwi,,3 hours56 minutes,"1,200 gallons"
N5MV,08/03/2023,lga,ril,,3 hours55 minutes,"1,200 gallons"
N5MV,05/25/2024,dal,bed,,3 hours53 minutes,"1,200 gallons"
N5MV,04/02/2023,hpn,ril,,3 hours53 minutes,"1,200 gallons"
N5MV,12/10/2023,stt,stt,,3 hours52 minutes,"1,200 gallons"
N5MV,07/21/2023,lga,eeo,,3 hours52 minutes,"1,200 gallons"
N5MV,03/20/2023,lga,anu,,3 hours46 minutes,"1,100 gallons"
N5MV,02/25/2023,stt,stt,,3 hours45 minutes,"1,100 gallons"
N5MV,11/10/2023,mmu,stt,,3 hours44 minutes,"1,100 gallons"
N5MV,01/22/2023,stt,stt,,3 hours41 minutes,"1,100 gallons"
N5MV,09/16/2023,den,mmu,,3 hours39 minutes,"1,100 gallons"
N5MV,11/04/2023,hpn,stt,,3 hours38 minutes,"1,100 gallons"
N5MV,11/04/2023,stt,stt,,3 hours35 minutes,"1,100 gallons"
N5MV,07/28/2023,ril,lga,,3 hours35 minutes,"1,100 gallons"
N5MV,03/31/2024,guc,mmu,,3 hours34 minutes,"1,100 gallons"
N5MV,01/28/2023,bon,pbi,,3 hours34 minutes,"1,100 gallons"
N5MV,01/21/2024,lrm,pop,,3 hours31 minutes,"1,100 gallons"
N5MV,04/08/2023,hpn,stt,,3 hours31 minutes,"1,100 gallons"
N5MV,09/07/2023,mmu,den,,3 hours30 minutes,"1,100 gallons"
N5MV,03/30/2024,mmu,guc,,3 hours27 minutes,"1,000 gallons"
N5MV,11/26/2023,dal,lga,,3 hours25 minutes,"1,000 gallons"
N5MV,08/09/2023,ptk,ril,,3 hours24 minutes,"1,000 gallons"
N5MV,11/10/2023,hou,lga,,3 hours20 minutes,"1,000 gallons"
N5MV,07/29/2023,lga,ril,,3 hours18 minutes,"1,000 gallons"
N5MV,12/10/2023,hpn,stt,,3 hours14 minutes,980 gallons
N5MV,12/09/2023,stt,stt,,3 hours13 minutes,980 gallons
N5MV,01/19/2024,lga,lrm,,3 hours12 minutes,970 gallons
N5MV,12/15/2023,mmu,stt,,3 hours10 minutes,960 gallons
N5MV,07/21/2023,eeo,mmu,,3 hours9 minutes,950 gallons
N5MV,06/29/2023,bos,dal,,3 hours9 minutes,950 gallons
N5MV,02/22/2024,mmu,ril,,3 hours8 minutes,950 gallons
N5MV,04/23/2023,mmu,stt,,3 hours8 minutes,950 gallons
N5MV,05/23/2024,lga,dal,,3 hours7 minutes,940 gallons
N5MV,11/11/2023,stt,stt,,3 hours5 minutes,930 gallons
N5MV,12/04/2023,stt,stt,,3 hours2 minutes,920 gallons
